2026-06-26 22:16:42,903 | INFO    | __main__ | Comandos: !mob1, !mob2, !mob3
2026-06-26 22:53:51,037 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:51,889 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:53,537 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:54,401 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:56,754 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:57,592 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:53:58,408 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:00,102 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:00,957 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:01,784 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:03,488 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:04,332 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:05,170 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:06,826 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:08,545 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:09,369 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:11,033 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:11,837 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:12,690 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:14,374 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:15,178 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:15,989 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:17,675 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:18,550 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:20,204 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:21,890 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:22,748 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:23,596 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:24,403 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:26,861 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:54:27,713 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:55:04,981 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:55:06,677 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:55:07,480 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 22:55:09,984 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 23:02:52,743 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:02:56,089 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:02:59,410 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:02,728 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:06,069 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:24,125 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:29,030 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:31,539 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:34,095 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:36,557 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:39,030 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:43,215 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:45,768 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:48,148 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:50,697 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:53,161 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:03:58,119 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:04:00,572 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:04:29,809 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 23:04:52,602 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:04:58,344 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:06:08,227 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:09:40,746 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:09:44,891 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:09:48,230 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:09:51,581 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:11:38,718 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de ailuj (diamantes=1, streakable=True, streaking=True)
2026-06-26 23:11:42,125 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de ailuj (diamantes=1, streakable=True, streaking=False)
2026-06-26 23:11:42,136 | INFO    | src.tiktok_listener | Presente executavel: Rose de ailuj
2026-06-26 23:11:42,142 | INFO    | src.command_queue | Enfileirado: Rose por ailuj (fila=1)
2026-06-26 23:11:42,177 | INFO    | src.command_queue | Executado: Rose por ailuj
2026-06-26 23:14:06,832 | INFO    | src.tiktok_listener | Meta de likes batida por Eca TEXTURA (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:16,968 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:18,663 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:21,108 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:26,133 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:28,640 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:31,203 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:33,700 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:16:35,431 | INFO    | src.tiktok_listener | Meta de likes batida por Charles Edu∆ (LIKES_ENABLED=false, ignorado)
2026-06-26 23:20:56,345 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de Mary (diamantes=1, streakable=True, streaking=True)
2026-06-26 23:20:59,691 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de Mary (diamantes=1, streakable=True, streaking=False)
2026-06-26 23:20:59,701 | INFO    | src.tiktok_listener | Presente executavel: Rose de Mary
2026-06-26 23:20:59,701 | INFO    | src.command_queue | Enfileirado: Rose por Mary (fila=1)
2026-06-26 23:20:59,708 | INFO    | src.command_queue | Executado: Rose por Mary
2026-06-26 23:33:45,667 | INFO    | src.tiktok_listener | Conexao encerrada (live offline?).
2026-06-26 23:34:00,930 | INFO    | src.tiktok_listener | Conectando a @davillops...
2026-06-26 23:34:01,705 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/@davillops/live? "HTTP/1.1 200 OK"
2026-06-26 23:34:01,738 | ERROR   | src.tiktok_listener | Conexao com o TikTok caiu; nova tentativa em 15s. (erro 500 do EulerStream e instabilidade do servico, costuma resolver sozinho)
2026-06-26 23:34:16,938 | INFO    | src.tiktok_listener | Conectando a @davillops...
2026-06-26 23:34:17,748 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/@davillops/live? "HTTP/1.1 200 OK"
2026-06-26 23:34:17,792 | ERROR   | src.tiktok_listener | Conexao com o TikTok caiu; nova tentativa em 30s. (erro 500 do EulerStream e instabilidade do servico, costuma resolver sozinho)
2026-06-26 23:34:19,686 | INFO    | src.panel_server | Overlay desconectado (3 ativos)
2026-06-26 23:34:19,692 | INFO    | src.panel_server | Overlay desconectado (2 ativos)
2026-06-26 23:34:19,693 | INFO    | src.panel_server | Overlay desconectado (1 ativos)
2026-06-26 23:34:19,696 | INFO    | src.panel_server | Overlay desconectado (0 ativos)
2026-06-26 23:34:47,975 | INFO    | src.tiktok_listener | Conectando a @davillops...
2026-06-26 23:34:49,372 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/@davillops/live? "HTTP/1.1 200 OK"
2026-06-26 23:34:50,017 | ERROR   | src.tiktok_listener | Conexao com o TikTok caiu; nova tentativa em 60s. (erro 500 do EulerStream e instabilidade do servico, costuma resolver sozinho)
2026-06-26 23:35:50,192 | INFO    | src.tiktok_listener | Conectando a @davillops...
2026-06-26 23:35:51,605 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/@davillops/live? "HTTP/1.1 200 OK"
2026-06-26 23:35:52,262 | ERROR   | src.tiktok_listener | Conexao com o TikTok caiu; nova tentativa em 120s. (erro 500 do EulerStream e instabilidade do servico, costuma resolver sozinho)
2026-06-26 23:36:48,195 | INFO    | __main__ | Encerrado pelo usuario (Ctrl+C)
