2026-06-15 20:31:53,814 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga
2026-06-15 20:59:31,736 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:31,736 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:31,740 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:34,248 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:34,248 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:34,253 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:36,791 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:36,792 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:36,795 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:39,362 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:39,362 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:39,365 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:41,867 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:41,867 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:41,871 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:45,207 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:45,207 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:45,212 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:47,600 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:47,600 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:47,604 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:50,886 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:50,886 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:50,890 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:53,381 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:53,381 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:53,386 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:55,793 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:55,793 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:55,797 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 20:59:58,304 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 20:59:58,304 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 20:59:58,309 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:01,663 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:01,663 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:01,667 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:04,119 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:04,119 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:04,123 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:06,696 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:06,696 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:06,699 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:10,032 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:10,032 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:10,036 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:13,323 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:13,323 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:13,328 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:14,184 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:14,184 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:14,834 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:16,700 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:16,700 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:16,704 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:19,212 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:00:19,212 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:00:19,215 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:00:22,531 | INFO    | src.command_queue | Enfileirado: !voa por SrCupim (fila=1)
2026-06-15 21:00:22,684 | INFO    | src.command_queue | Executado: !voa por SrCupim
2026-06-15 21:00:31,460 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:00:31,612 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:00:37,318 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=SrCupim)
2026-06-15 21:00:44,627 | INFO    | src.command_queue | Enfileirado: !drop por SrCupim (fila=1)
2026-06-15 21:00:44,780 | INFO    | src.command_queue | Executado: !drop por SrCupim
2026-06-15 21:00:57,927 | INFO    | src.command_queue | Enfileirado: !formiga por SrCupim (fila=1)
2026-06-15 21:00:58,079 | INFO    | src.command_queue | Executado: !formiga por SrCupim
2026-06-15 21:01:21,860 | INFO    | src.command_queue | Enfileirado: !drop por SrCupim (fila=1)
2026-06-15 21:01:22,012 | INFO    | src.command_queue | Executado: !drop por SrCupim
2026-06-15 21:02:22,614 | INFO    | src.command_queue | Enfileirado: !drop por SrCupim (fila=1)
2026-06-15 21:02:22,766 | INFO    | src.command_queue | Executado: !drop por SrCupim
2026-06-15 21:02:27,586 | INFO    | src.command_queue | Enfileirado: !voa por SrCupim (fila=1)
2026-06-15 21:02:27,739 | INFO    | src.command_queue | Executado: !voa por SrCupim
2026-06-15 21:02:39,815 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:02:39,967 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:02:49,908 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:02:49,908 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:02:49,912 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:02:52,400 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:02:52,400 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:02:52,403 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:02:55,764 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:02:55,764 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:02:55,768 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:02:58,314 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:02:58,314 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:02:58,318 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:00,816 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:00,816 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:00,821 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:03,966 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:03,966 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:03,970 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:07,287 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:07,287 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:07,291 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:09,732 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:09,732 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:09,736 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:12,981 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:12,982 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:12,986 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:15,485 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:15,486 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:15,489 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:18,806 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:18,807 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:18,811 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:21,336 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:21,336 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:21,340 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:24,680 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:24,680 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:24,684 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:42,195 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:42,195 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:42,199 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:44,696 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:03:44,697 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:03:44,701 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:03:50,521 | INFO    | src.command_queue | Enfileirado: !voa por SrCupim (fila=1)
2026-06-15 21:03:50,674 | INFO    | src.command_queue | Executado: !voa por SrCupim
2026-06-15 21:04:00,474 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:04:00,627 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:04:26,119 | INFO    | src.cooldown | Descartado por cooldown de usuario: !voa (user=SrCupim)
2026-06-15 21:04:44,012 | INFO    | src.command_queue | Enfileirado: !voa por SrCupim (fila=1)
2026-06-15 21:04:44,165 | INFO    | src.command_queue | Executado: !voa por SrCupim
2026-06-15 21:04:59,629 | INFO    | src.cooldown | Descartado por cooldown de usuario: !voa (user=SrCupim)
2026-06-15 21:05:03,814 | INFO    | src.cooldown | Descartado por cooldown de usuario: !voa (user=SrCupim)
2026-06-15 21:05:08,042 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:05:08,195 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:09:28,566 | INFO    | src.command_queue | Enfileirado: !voa por SrCupim (fila=1)
2026-06-15 21:09:28,719 | INFO    | src.command_queue | Executado: !voa por SrCupim
2026-06-15 21:09:35,228 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:09:35,228 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:09:35,232 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:09:39,941 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:09:40,093 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:09:58,825 | INFO    | src.command_queue | Enfileirado: !formiga por SrCupim (fila=1)
2026-06-15 21:09:58,977 | INFO    | src.command_queue | Executado: !formiga por SrCupim
2026-06-15 21:10:03,809 | INFO    | src.command_queue | Enfileirado: !barril por SrCupim (fila=1)
2026-06-15 21:10:03,961 | INFO    | src.command_queue | Executado: !barril por SrCupim
2026-06-15 21:10:28,013 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-15 21:10:28,013 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-15 21:10:28,017 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-15 21:10:31,368 | INFO    | src.command_queue | Enfileirado: !barril por SrCupim (fila=1)
2026-06-15 21:10:31,520 | INFO    | src.command_queue | Executado: !barril por SrCupim
2026-06-15 21:11:02,939 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:11:06,198 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:11:06,199 | INFO    | src.tiktok_listener | Presente executavel: Rose de SrCupim
2026-06-15 21:11:06,199 | INFO    | src.command_queue | Enfileirado: rose por SrCupim (fila=1)
2026-06-15 21:11:06,351 | INFO    | src.command_queue | Executado: rose por SrCupim
2026-06-15 21:11:10,403 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:11:13,720 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:11:13,720 | INFO    | src.tiktok_listener | Presente executavel: Rose de SrCupim
2026-06-15 21:11:13,721 | INFO    | src.command_queue | Enfileirado: rose por SrCupim (fila=1)
2026-06-15 21:11:13,873 | INFO    | src.command_queue | Executado: rose por SrCupim
2026-06-15 21:11:59,382 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de carlbgs (streakable=True, streaking=True)
2026-06-15 21:12:02,720 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Rose' de carlbgs (streakable=True, streaking=False)
2026-06-15 21:12:02,721 | INFO    | src.tiktok_listener | Presente executavel: Rose de carlbgs
2026-06-15 21:12:02,721 | INFO    | src.command_queue | Enfileirado: rose por carlbgs (fila=1)
2026-06-15 21:12:02,873 | INFO    | src.command_queue | Executado: rose por carlbgs
2026-06-15 21:12:12,582 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Heart Me' de SrCupim (streakable=False, streaking=False)
2026-06-15 21:12:12,582 | INFO    | src.tiktok_listener | Presente 'Heart Me' (de SrCupim) nao esta em 'gifts'. Configurados: gamepad, gg, mishka bear, rose, tiktok, tiny diny
2026-06-15 21:13:32,492 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Popular Vote' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:13:35,833 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Popular Vote' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:13:35,833 | INFO    | src.tiktok_listener | Presente 'Popular Vote' (de SrCupim) nao esta em 'gifts'. Configurados: gamepad, gg, mishka bear, rose, tiktok, tiny diny
2026-06-15 21:13:47,351 | INFO    | src.command_queue | Enfileirado: !drop por SrCupim (fila=1)
2026-06-15 21:13:47,503 | INFO    | src.command_queue | Executado: !drop por SrCupim
2026-06-15 21:14:00,688 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:14:04,072 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:14:04,073 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:14:04,073 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:14:04,075 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:14:57,416 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Tiny Diny' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:15:00,737 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='Tiny Diny' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:15:00,737 | INFO    | src.tiktok_listener | Presente executavel: Tiny Diny de SrCupim
2026-06-15 21:15:00,737 | INFO    | src.command_queue | Enfileirado: tiny diny por SrCupim (fila=1)
2026-06-15 21:15:00,741 | INFO    | src.command_queue | Executado: tiny diny por SrCupim
2026-06-15 21:15:45,479 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:15:47,936 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:15:47,937 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:15:47,937 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:15:47,940 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:15:52,973 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:15:56,189 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:15:56,189 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:15:56,189 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:15:56,193 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:16:04,467 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:16:04,619 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:16:26,707 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=SrCupim)
2026-06-15 21:16:38,879 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=SrCupim)
2026-06-15 21:17:14,559 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:17:15,445 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:17:17,880 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:17:21,185 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:17:21,185 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:17:21,185 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:17:21,188 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:17:59,532 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:18:03,001 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:18:03,001 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:18:03,001 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:18:03,005 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:19:17,278 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:19:20,660 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:19:20,660 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:19:20,661 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:19:20,664 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:19:33,877 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:19:38,068 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:19:38,068 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:19:38,068 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:19:38,072 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:19:58,659 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:20:01,889 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:20:01,889 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:20:01,889 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:20:01,893 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:20:17,617 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=True)
2026-06-15 21:20:20,933 | INFO    | src.tiktok_listener | GiftEvent recebido: nome='GG' de SrCupim (streakable=True, streaking=False)
2026-06-15 21:20:20,933 | INFO    | src.tiktok_listener | Presente executavel: GG de SrCupim
2026-06-15 21:20:20,934 | INFO    | src.command_queue | Enfileirado: gg por SrCupim (fila=1)
2026-06-15 21:20:20,936 | INFO    | src.command_queue | Executado: gg por SrCupim
2026-06-15 21:20:42,382 | INFO    | src.command_queue | Enfileirado: !cura por SrCupim (fila=1)
2026-06-15 21:20:42,534 | INFO    | src.command_queue | Executado: !cura por SrCupim
2026-06-15 21:20:49,950 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:20:49,950 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:20:49,952 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:20:52,397 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:20:52,398 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:20:52,400 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:20:54,863 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:20:54,863 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:20:54,865 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:20:57,353 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:20:57,353 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:20:57,355 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:00,576 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:00,577 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:00,579 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:01,419 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:01,419 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:02,095 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:03,863 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:03,864 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:03,866 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:06,383 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:06,383 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:06,385 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:08,029 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:08,029 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:08,032 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:09,681 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:09,681 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:09,683 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:12,172 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:12,172 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:12,175 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:14,631 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:14,632 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:14,636 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:16,248 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:16,249 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:16,252 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:17,850 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:17,850 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:17,853 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:19,548 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
2026-06-15 21:21:19,548 | INFO    | src.command_queue | Enfileirado: __likes__ por SrCupim (fila=1)
2026-06-15 21:21:19,550 | INFO    | src.command_queue | Executado: __likes__ por SrCupim
2026-06-15 21:21:22,060 | INFO    | src.tiktok_listener | Meta de likes batida por SrCupim -> zumbi
