2026-06-18 21:23:49,708 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga, !voa
2026-06-18 21:33:51,121 | INFO    | __main__ | Ranking ATIVO (banco: live_caos.db)
2026-06-18 21:33:51,123 | INFO    | src.key_executor | Backend de teclado: pydirectinput
2026-06-18 21:33:51,123 | INFO    | src.file_bridge | Ponte por arquivo: C:\Program Files (x86)\Steam\steamapps\common\GarrysMod\garrysmod\data\live_caos\fila.txt
2026-06-18 21:33:51,173 | INFO    | websockets.server | server listening on [::1]:8765
2026-06-18 21:33:51,173 | INFO    | websockets.server | server listening on 127.0.0.1:8765
2026-06-18 21:33:51,173 | INFO    | src.panel_server | Painel WebSocket ouvindo em ws://localhost:8765
2026-06-18 21:33:51,173 | INFO    | src.command_queue | Worker da fila iniciado
2026-06-18 21:33:51,881 | INFO    | src.tiktok_listener | Chave da API EulerStream configurada.
2026-06-18 21:33:52,225 | INFO    | src.tiktok_listener | Conectando a @davillops...
2026-06-18 21:33:52,654 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/@davillops/live? "HTTP/1.1 200 OK"
2026-06-18 21:33:53,325 | INFO    | httpx | HTTP Request: GET https://www.tiktok.com/api-live/user/room/?aid=1988&app_language=en&app_name=tiktok_web&browser_language=en-AU&browser_name=Mozilla&browser_online=true&browser_platform=Win32&browser_version=5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F129.0.0.0%20Safari%2F537.36%20Edg%2F128.0.2739.79&cookie_enabled=true&device_platform=web_pc&focus_state=true&from_page=&history_len=9&is_fullscreen=false&is_page_visible=true&screen_height=1080&screen_width=1920&tz_name=Australia/Sydney&channel=tiktok_web&data_collection_enabled=true&os=windows&priority_region=AU&region=AU&user_is_login=false&webcast_language=en&msToken=&referer=https://www.tiktok.com/@davillops/live&root_referer=https://www.tiktok.com/@davillops/live&device_id=13950846062623057175&uniqueId=davillops&sourceType=54 "HTTP/1.1 200 OK"
2026-06-18 21:33:53,774 | INFO    | httpx | HTTP Request: GET https://webcast.tiktok.com/webcast/room/check_alive/?aid=1988&app_language=en&app_name=tiktok_web&browser_language=en-AU&browser_name=Mozilla&browser_online=true&browser_platform=Win32&browser_version=5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F129.0.0.0%20Safari%2F537.36%20Edg%2F128.0.2739.79&cookie_enabled=true&device_platform=web_pc&focus_state=true&from_page=&history_len=9&is_fullscreen=false&is_page_visible=true&screen_height=1080&screen_width=1920&tz_name=Australia/Sydney&channel=tiktok_web&data_collection_enabled=true&os=windows&priority_region=AU&region=AU&user_is_login=false&webcast_language=en&msToken=&referer=https://www.tiktok.com/@davillops/live&root_referer=https://www.tiktok.com/@davillops/live&device_id=88149346065222202222&room_id=7652893101535726344&room_ids=7652893101535726344 "HTTP/1.1 200 OK"
2026-06-18 21:33:54,523 | INFO    | websockets.server | connection open
2026-06-18 21:33:54,523 | INFO    | src.panel_server | Overlay conectado (1 ativos)
2026-06-18 21:33:54,544 | INFO    | websockets.server | connection open
2026-06-18 21:33:54,544 | INFO    | src.panel_server | Overlay conectado (2 ativos)
2026-06-18 21:33:54,559 | INFO    | websockets.server | connection open
2026-06-18 21:33:54,559 | INFO    | src.panel_server | Overlay conectado (3 ativos)
2026-06-18 21:33:54,574 | INFO    | websockets.server | connection open
2026-06-18 21:33:54,574 | INFO    | src.panel_server | Overlay conectado (4 ativos)
2026-06-18 21:33:56,131 | INFO    | httpx | HTTP Request: GET https://tiktok.eulerstream.com/webcast/fetch/?client=ttlive-python&room_id=7652893101535726344&user_agent=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F129.0.0.0+Safari%2F537.36+Edg%2F128.0.2739.79&platform=web&client_enter=true "HTTP/1.1 200 OK"
2026-06-18 21:33:57,019 | INFO    | src.tiktok_listener | Conectado a live de @davillops
2026-06-18 21:33:57,042 | INFO    | src.command_queue | Enfileirado: !formiga por carlbgs (fila=1)
2026-06-18 21:33:57,043 | INFO    | src.command_queue | Enfileirado: !barril por carlbgs (fila=2)
2026-06-18 21:33:57,043 | INFO    | src.command_queue | Enfileirado: !drop por carlbgs (fila=3)
2026-06-18 21:33:57,199 | INFO    | src.command_queue | Executado: !formiga por carlbgs
2026-06-18 21:33:57,369 | INFO    | src.cooldown | Descartado por cooldown global: !formiga (user=carlbgs)
2026-06-18 21:33:57,369 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=carlbgs)
2026-06-18 21:33:57,370 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=carlbgs)
2026-06-18 21:33:58,864 | INFO    | src.command_queue | Executado: !barril por carlbgs
2026-06-18 21:34:00,523 | INFO    | src.command_queue | Executado: !drop por carlbgs
2026-06-18 21:34:53,394 | INFO    | src.tiktok_listener | Meta de likes batida por RegianeDM -> zumbi
2026-06-18 21:34:53,394 | INFO    | src.command_queue | Enfileirado: __likes__ por RegianeDM (fila=1)
2026-06-18 21:34:53,399 | INFO    | src.command_queue | Executado: __likes__ por RegianeDM
2026-06-18 21:35:26,173 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:35:26,173 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:35:26,177 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:35:43,814 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:35:43,815 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:35:43,819 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:35:51,346 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:35:51,346 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:35:51,350 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:36:20,881 | INFO    | src.tiktok_listener | Meta de likes batida por carlbgs -> zumbi
2026-06-18 21:36:20,881 | INFO    | src.command_queue | Enfileirado: __likes__ por carlbgs (fila=1)
2026-06-18 21:36:20,887 | INFO    | src.command_queue | Executado: __likes__ por carlbgs
2026-06-18 21:38:00,510 | INFO    | websockets.server | connection open
2026-06-18 21:38:00,510 | INFO    | src.panel_server | Overlay conectado (5 ativos)
2026-06-18 21:38:05,447 | INFO    | src.panel_server | Overlay desconectado (4 ativos)
2026-06-18 21:38:13,450 | INFO    | websockets.server | connection open
2026-06-18 21:38:13,450 | INFO    | src.panel_server | Overlay conectado (5 ativos)
2026-06-18 21:38:16,514 | INFO    | src.panel_server | Overlay desconectado (4 ativos)
2026-06-18 21:38:18,487 | INFO    | websockets.server | connection open
2026-06-18 21:38:18,487 | INFO    | src.panel_server | Overlay conectado (5 ativos)
2026-06-18 21:38:23,648 | INFO    | src.panel_server | Overlay desconectado (4 ativos)
2026-06-18 21:41:22,369 | INFO    | websockets.server | connection open
2026-06-18 21:41:22,369 | INFO    | src.panel_server | Overlay conectado (5 ativos)
2026-06-18 21:41:25,327 | INFO    | src.panel_server | Overlay desconectado (4 ativos)
2026-06-18 21:41:27,727 | INFO    | websockets.server | connection open
2026-06-18 21:41:27,727 | INFO    | src.panel_server | Overlay conectado (5 ativos)
2026-06-18 21:41:30,305 | INFO    | src.panel_server | Overlay desconectado (4 ativos)
2026-06-18 21:50:38,340 | INFO    | src.tiktok_listener | Conexao encerrada (live offline?).
2026-06-18 21:50:45,548 | INFO    | src.panel_server | Overlay desconectado (3 ativos)
2026-06-18 21:50:45,548 | INFO    | src.panel_server | Overlay desconectado (2 ativos)
2026-06-18 21:50:45,549 | INFO    | src.panel_server | Overlay desconectado (1 ativos)
2026-06-18 21:50:45,549 | INFO    | src.panel_server | Overlay desconectado (0 ativos)
2026-06-18 21:50:45,550 | INFO    | __main__ | Encerrado pelo usuario (Ctrl+C)
2026-06-18 22:28:12,883 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga, !voa
2026-06-18 22:28:12,884 | INFO    | __main__ | Presentes executaveis: gamepad, gg, ice cream cone, pop, rose, tiktok
2026-06-18 22:28:12,884 | INFO    | __main__ | Acao de meta de likes: configurada (Python)
2026-06-18 22:28:12,884 | INFO    | __main__ | Acao de seguir: configurada (Python)
2026-06-18 22:28:12,884 | INFO    | __main__ | Acao de entrar na live: desligada (JOIN_ENABLED)
2026-06-18 22:28:12,884 | INFO    | __main__ | Meta NUCLEAR: 1000 likes
2026-06-18 22:28:12,884 | INFO    | __main__ | Ranking ATIVO em MODO TESTE (banco separado: live_caos_teste.db). O banco real (live_caos.db) nao sera tocado.
2026-06-18 22:28:12,886 | INFO    | src.key_executor | Backend de teclado: pydirectinput
2026-06-18 22:28:12,886 | INFO    | src.file_bridge | Ponte por arquivo: C:\Program Files (x86)\Steam\steamapps\common\GarrysMod\garrysmod\data\live_caos\fila.txt
2026-06-18 22:28:12,936 | INFO    | websockets.server | server listening on [::1]:8765
2026-06-18 22:28:12,936 | INFO    | websockets.server | server listening on 127.0.0.1:8765
2026-06-18 22:28:12,936 | INFO    | src.panel_server | Painel WebSocket ouvindo em ws://localhost:8765
2026-06-18 22:28:12,936 | INFO    | src.command_queue | Worker da fila iniciado
2026-06-18 22:28:12,937 | INFO    | src.tiktok_listener | MODO SIMULACAO ativo — gerando eventos falsos
2026-06-18 22:28:12,937 | INFO    | src.tiktok_listener | Simulacao vai sortear presentes: gamepad, gg, Rose, ice cream cone, pop, tiktok
2026-06-18 22:28:13,173 | INFO    | websockets.server | connection open
2026-06-18 22:28:13,173 | INFO    | src.panel_server | Overlay conectado (1 ativos)
2026-06-18 22:28:13,190 | INFO    | websockets.server | connection open
2026-06-18 22:28:13,190 | INFO    | src.panel_server | Overlay conectado (2 ativos)
2026-06-18 22:28:13,190 | ERROR   | websockets.server | opening handshake failed
Traceback (most recent call last):
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\http11.py", line 138, in parse
    request_line = yield from parse_line(read_line)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\http11.py", line 320, in parse_line
    line = yield from read_line(MAX_LINE_LENGTH)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\streams.py", line 46, in read_line
    raise EOFError(f"stream ends after {p} bytes, before end of line")
EOFError: stream ends after 0 bytes, before end of line

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\server.py", line 547, in parse
    request = yield from Request.parse(
              ^^^^^^^^^^^^^^^^^^^^^^^^^
        self.reader.read_line,
        ^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\http11.py", line 140, in parse
    raise EOFError("connection closed while reading HTTP request line") from exc
EOFError: connection closed while reading HTTP request line

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\asyncio\server.py", line 356, in conn_handler
    await connection.handshake(
    ...<3 lines>...
    )
  File "C:\Users\davi\Desktop\live_caos\live_caos\.venv\Lib\site-packages\websockets\asyncio\server.py", line 207, in handshake
    raise self.protocol.handshake_exc
websockets.exceptions.InvalidMessage: did not receive a valid HTTP request
2026-06-18 22:28:14,428 | INFO    | websockets.server | connection open
2026-06-18 22:28:14,429 | INFO    | src.panel_server | Overlay conectado (3 ativos)
2026-06-18 22:28:16,087 | INFO    | src.tiktok_listener | Simulacao rodando (tick 0)
2026-06-18 22:28:17,730 | INFO    | websockets.server | connection open
2026-06-18 22:28:17,730 | INFO    | src.panel_server | Overlay conectado (4 ativos)
2026-06-18 22:28:18,099 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-18 22:28:18,253 | INFO    | src.command_queue | Executado: !formiga por @lua_fps
2026-06-18 22:28:21,847 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @joao_zoeira
2026-06-18 22:28:21,847 | INFO    | src.command_queue | Enfileirado: gamepad por @joao_zoeira (fila=1)
2026-06-18 22:28:21,851 | INFO    | src.command_queue | Executado: gamepad por @joao_zoeira
2026-06-18 22:28:28,641 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-18 22:28:28,641 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-18 22:28:28,645 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-18 22:28:32,527 | INFO    | src.tiktok_listener | Presente executavel: gg de @lua_fps
2026-06-18 22:28:32,527 | INFO    | src.command_queue | Enfileirado: gg por @lua_fps (fila=1)
2026-06-18 22:28:32,531 | INFO    | src.command_queue | Executado: gg por @lua_fps
2026-06-18 22:28:34,495 | INFO    | src.command_queue | Enfileirado: !formiga por @joao_zoeira (fila=1)
2026-06-18 22:28:34,647 | INFO    | src.command_queue | Executado: !formiga por @joao_zoeira
2026-06-18 22:28:38,275 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-18 22:28:38,429 | INFO    | src.command_queue | Executado: !cura por @lua_fps
2026-06-18 22:28:40,421 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@ana.gamer)
2026-06-18 22:28:43,174 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-18 22:28:43,327 | INFO    | src.command_queue | Executado: !drop por @ana.gamer
2026-06-18 22:28:46,373 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@joao_zoeira)
2026-06-18 22:28:48,229 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:28:48,229 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-18 22:28:48,233 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-18 22:28:51,008 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=@lua_fps)
2026-06-18 22:28:54,122 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-18 22:28:54,274 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-18 22:28:57,006 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-18 22:29:12,268 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-18 22:29:12,421 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-18 22:29:15,947 | INFO    | src.tiktok_listener | Simulacao rodando (tick 20)
2026-06-18 22:29:18,591 | INFO    | src.tiktok_listener | Presente executavel: Rose de @joao_zoeira
2026-06-18 22:29:18,591 | INFO    | src.command_queue | Enfileirado: Rose por @joao_zoeira (fila=1)
2026-06-18 22:29:18,595 | INFO    | src.command_queue | Executado: Rose por @joao_zoeira
2026-06-18 22:29:22,391 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-18 22:29:22,545 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-18 22:29:26,347 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-18 22:29:26,347 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-18 22:29:26,352 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-18 22:29:30,873 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-18 22:29:39,175 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-18 22:29:39,328 | INFO    | src.command_queue | Executado: !drop por @joao_zoeira
2026-06-18 22:29:42,472 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-18 22:29:42,624 | INFO    | src.command_queue | Executado: !cura por @ana.gamer
2026-06-18 22:29:49,000 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-18 22:29:49,153 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-18 22:29:51,341 | INFO    | src.command_queue | Enfileirado: !formiga por @pedrocaos (fila=1)
2026-06-18 22:29:51,494 | INFO    | src.command_queue | Executado: !formiga por @pedrocaos
2026-06-18 22:29:53,751 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-18 22:29:55,347 | INFO    | src.cooldown | Descartado por cooldown de usuario: !drop (user=@joao_zoeira)
2026-06-18 22:29:56,975 | INFO    | src.cooldown | Descartado por cooldown global: !formiga (user=@lua_fps)
2026-06-18 22:29:59,094 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-18 22:29:59,246 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-18 22:30:01,479 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-18 22:30:01,479 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-18 22:30:01,482 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-18 22:30:04,332 | INFO    | src.tiktok_listener | Presente executavel: ice cream cone de @joao_zoeira
2026-06-18 22:30:04,333 | INFO    | src.command_queue | Enfileirado: ice cream cone por @joao_zoeira (fila=1)
2026-06-18 22:30:04,336 | INFO    | src.command_queue | Executado: ice cream cone por @joao_zoeira
2026-06-18 22:30:10,382 | INFO    | src.tiktok_listener | Simulacao rodando (tick 40)
2026-06-18 22:30:14,392 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-18 22:30:14,544 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-18 22:30:16,933 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-18 22:30:16,934 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-18 22:30:16,937 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-18 22:30:23,211 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-18 22:30:23,211 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-18 22:30:23,215 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-18 22:30:29,006 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-18 22:30:29,158 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-18 22:30:30,516 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-18 22:30:35,026 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-18 22:30:35,026 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-18 22:30:35,031 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-18 22:30:39,886 | INFO    | src.tiktok_listener | Presente executavel: Rose de @ana.gamer
2026-06-18 22:30:39,886 | INFO    | src.command_queue | Enfileirado: Rose por @ana.gamer (fila=1)
2026-06-18 22:30:39,888 | INFO    | src.command_queue | Executado: Rose por @ana.gamer
2026-06-18 22:30:42,229 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-18 22:30:42,230 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-18 22:30:53,388 | INFO    | src.tiktok_listener | Presente executavel: pop de @pedrocaos
2026-06-18 22:30:53,388 | INFO    | src.command_queue | Enfileirado: pop por @pedrocaos (fila=1)
2026-06-18 22:30:53,392 | INFO    | src.command_queue | Executado: pop por @pedrocaos
2026-06-18 22:30:56,504 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-18 22:30:56,505 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-18 22:30:58,136 | INFO    | src.tiktok_listener | Meta de likes batida por @ana.gamer -> zumbi
2026-06-18 22:30:58,136 | INFO    | src.command_queue | Enfileirado: __likes__ por @ana.gamer (fila=1)
2026-06-18 22:30:58,140 | INFO    | src.command_queue | Executado: __likes__ por @ana.gamer
2026-06-18 22:31:01,246 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-18 22:31:01,246 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-18 22:31:04,537 | INFO    | src.tiktok_listener | Simulacao rodando (tick 60)
2026-06-18 22:31:09,977 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-18 22:31:16,373 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:31:16,373 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-18 22:31:16,377 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-18 22:31:18,854 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-18 22:31:18,855 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-18 22:31:28,076 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-18 22:31:28,077 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-18 22:31:30,545 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=@joao_zoeira)
2026-06-18 22:31:33,862 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-18 22:31:36,932 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-18 22:31:36,932 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-18 22:31:36,935 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-18 22:31:41,512 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-18 22:31:41,513 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-18 22:31:45,527 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-18 22:31:45,528 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-18 22:31:47,448 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-18 22:31:47,449 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-18 22:31:47,453 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-18 22:31:50,042 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-18 22:31:50,042 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-18 22:31:50,045 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-18 22:31:52,536 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@joao_zoeira)
2026-06-18 22:31:54,366 | INFO    | src.cooldown | Descartado por cooldown de usuario: !drop (user=@joao_zoeira)
2026-06-18 22:31:57,955 | INFO    | src.tiktok_listener | Presente executavel: ice cream cone de @pedrocaos
2026-06-18 22:31:57,955 | INFO    | src.command_queue | Enfileirado: ice cream cone por @pedrocaos (fila=1)
2026-06-18 22:31:57,959 | INFO    | src.command_queue | Executado: ice cream cone por @pedrocaos
2026-06-18 22:32:01,754 | INFO    | src.tiktok_listener | Presente executavel: ice cream cone de @pedrocaos
2026-06-18 22:32:01,755 | INFO    | src.command_queue | Enfileirado: ice cream cone por @pedrocaos (fila=1)
2026-06-18 22:32:01,755 | INFO    | src.tiktok_listener | Simulacao rodando (tick 80)
2026-06-18 22:32:01,758 | INFO    | src.command_queue | Executado: ice cream cone por @pedrocaos
2026-06-18 22:32:07,351 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-18 22:32:07,504 | INFO    | src.command_queue | Executado: !cura por @lua_fps
2026-06-18 22:32:14,434 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @joao_zoeira
2026-06-18 22:32:14,434 | INFO    | src.command_queue | Enfileirado: gamepad por @joao_zoeira (fila=1)
2026-06-18 22:32:14,438 | INFO    | src.command_queue | Executado: gamepad por @joao_zoeira
2026-06-18 22:32:16,728 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-18 22:32:16,880 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-18 22:32:18,355 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:32:18,356 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-18 22:32:18,393 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-18 22:32:22,312 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-18 22:32:24,600 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:32:24,600 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-18 22:32:24,604 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-18 22:32:26,373 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-18 22:32:26,373 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-18 22:32:26,377 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-18 22:32:28,583 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-18 22:32:28,583 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-18 22:32:28,587 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-18 22:32:31,607 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-18 22:32:31,608 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-18 22:32:31,612 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-18 22:32:33,406 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @pedrocaos
2026-06-18 22:32:33,406 | INFO    | src.command_queue | Enfileirado: gamepad por @pedrocaos (fila=1)
2026-06-18 22:32:33,410 | INFO    | src.command_queue | Executado: gamepad por @pedrocaos
2026-06-18 22:32:36,831 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-18 22:32:36,984 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-18 22:32:42,754 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:32:42,754 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-18 22:32:42,758 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-18 22:32:44,330 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-18 22:32:44,484 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-18 22:32:46,054 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-18 22:32:46,054 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
