2026-06-14 01:36:43,572 | INFO    | __main__ | Comandos: !barril, !cura, !drop
2026-06-14 01:47:42,589 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:47:42,742 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:47:50,858 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:47:51,011 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:48:01,421 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:48:01,422 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:48:01,424 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:48:03,870 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:48:03,871 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:48:03,895 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:48:09,466 | INFO    | src.tiktok_listener | Simulacao rodando (tick 240)
2026-06-14 01:48:15,231 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:48:15,383 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:48:20,605 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:48:20,605 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:48:20,621 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:48:26,386 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:48:26,539 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:48:28,603 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:48:28,603 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:48:28,615 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:48:42,767 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:48:42,768 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:48:42,770 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:48:48,930 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:48:48,930 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:48:48,948 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:49:01,495 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:49:01,647 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:49:04,145 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:49:04,146 | INFO    | src.tiktok_listener | Simulacao rodando (tick 260)
2026-06-14 01:49:15,283 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-14 01:49:19,276 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:49:19,277 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:49:19,281 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:49:35,356 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:49:35,508 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:49:48,729 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 01:49:48,881 | INFO    | src.command_queue | Executado: !cura por @joao_zoeira
2026-06-14 01:49:50,589 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:49:57,796 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:49:57,949 | INFO    | src.command_queue | Executado: !drop por @lua_fps
2026-06-14 01:50:02,942 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:50:02,942 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:50:02,943 | INFO    | src.tiktok_listener | Simulacao rodando (tick 280)
2026-06-14 01:50:02,955 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:50:08,972 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-14 01:50:08,972 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-14 01:50:08,974 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-14 01:50:21,031 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:50:21,184 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:50:23,681 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-14 01:50:23,834 | INFO    | src.command_queue | Executado: !cura por @pedrocaos
2026-06-14 01:50:33,942 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:50:37,476 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:50:37,629 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:50:57,013 | INFO    | src.tiktok_listener | Simulacao rodando (tick 300)
2026-06-14 01:51:00,563 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:51:00,715 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:51:05,135 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:51:05,135 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:51:05,148 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:51:08,251 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:51:11,273 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:51:11,273 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:51:11,290 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:51:17,954 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:51:20,666 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:51:27,997 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:51:28,150 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:51:31,128 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:51:41,715 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:51:41,715 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:51:41,719 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:51:45,698 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:51:45,699 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:51:45,714 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:51:48,907 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-14 01:51:54,704 | INFO    | src.tiktok_listener | Simulacao rodando (tick 320)
2026-06-14 01:52:27,840 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 01:52:27,841 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 01:52:27,843 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 01:52:33,093 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:52:33,094 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:52:33,096 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:52:35,309 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 01:52:35,462 | INFO    | src.command_queue | Executado: !cura por @joao_zoeira
2026-06-14 01:52:39,029 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:52:39,181 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-14 01:52:43,785 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:52:49,518 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:52:49,670 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-14 01:52:52,184 | INFO    | src.tiktok_listener | Simulacao rodando (tick 340)
2026-06-14 01:53:00,764 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-14 01:53:00,917 | INFO    | src.command_queue | Executado: !cura por @ana.gamer
2026-06-14 01:53:02,702 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@lua_fps)
2026-06-14 01:53:05,833 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:53:05,985 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:53:09,224 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:53:23,980 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:53:23,980 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:53:23,984 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:53:30,982 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:53:30,983 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:53:30,996 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:53:35,986 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:53:36,139 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:53:41,845 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:53:41,845 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:53:41,859 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:53:43,612 | INFO    | src.tiktok_listener | Simulacao rodando (tick 360)
2026-06-14 01:53:54,212 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:53:54,364 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-14 01:53:59,450 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-14 01:53:59,603 | INFO    | src.command_queue | Executado: !cura por @pedrocaos
2026-06-14 01:54:08,467 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@lua_fps)
2026-06-14 01:54:12,124 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:54:12,276 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:54:18,308 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:54:18,461 | INFO    | src.command_queue | Executado: !drop por @lua_fps
2026-06-14 01:54:19,951 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:54:27,562 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:54:27,714 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:54:30,025 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-14 01:54:37,279 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:54:37,280 | INFO    | src.tiktok_listener | Simulacao rodando (tick 380)
2026-06-14 01:54:37,431 | INFO    | src.command_queue | Executado: !barril por @ana.gamer
2026-06-14 01:54:39,355 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:54:48,251 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:54:48,251 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:54:48,253 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:54:51,565 | INFO    | src.tiktok_listener | Meta de likes batida por @ana.gamer -> zumbi
2026-06-14 01:54:51,565 | INFO    | src.command_queue | Enfileirado: __likes__ por @ana.gamer (fila=1)
2026-06-14 01:54:51,575 | INFO    | src.command_queue | Executado: __likes__ por @ana.gamer
2026-06-14 01:54:53,811 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-14 01:54:53,964 | INFO    | src.command_queue | Executado: !drop por @joao_zoeira
2026-06-14 01:54:56,477 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-14 01:54:56,630 | INFO    | src.command_queue | Executado: !cura por @lua_fps
2026-06-14 01:55:00,460 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:55:00,612 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:55:09,264 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:55:09,417 | INFO    | src.command_queue | Executado: !barril por @pedrocaos
2026-06-14 01:55:18,749 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:55:18,901 | INFO    | src.command_queue | Executado: !drop por @lua_fps
2026-06-14 01:55:20,407 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:55:25,708 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-14 01:55:32,000 | INFO    | src.tiktok_listener | Simulacao rodando (tick 400)
2026-06-14 01:55:33,968 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:55:33,968 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:55:33,988 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:55:38,587 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:55:38,740 | INFO    | src.command_queue | Executado: !barril por @joao_zoeira
2026-06-14 01:55:41,842 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:55:41,995 | INFO    | src.command_queue | Executado: !drop por @pedrocaos
2026-06-14 01:55:45,283 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:55:49,261 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@lua_fps)
2026-06-14 01:55:59,319 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:55:59,320 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:56:03,167 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:56:03,168 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:56:09,380 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:56:12,271 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-14 01:56:12,272 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 01:56:17,376 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-14 01:56:17,377 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-14 01:56:17,384 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-14 01:56:22,217 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:56:22,218 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:56:29,404 | INFO    | src.tiktok_listener | Simulacao rodando (tick 420)
2026-06-14 01:56:33,703 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:56:33,704 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:56:36,767 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-14 01:56:36,768 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-14 01:56:36,786 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-14 01:56:42,754 | INFO    | src.cooldown | Descartado por cooldown global: !drop (user=@pedrocaos)
2026-06-14 01:56:51,216 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:56:51,216 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:56:51,224 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:56:54,263 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-14 01:56:54,264 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-14 01:56:54,267 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-14 01:56:58,964 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:56:58,964 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:57:02,563 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-14 01:57:02,564 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 01:57:07,969 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-14 01:57:07,969 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-14 01:57:07,987 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-14 01:57:12,514 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:57:12,514 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:57:12,518 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:57:14,402 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-14 01:57:14,403 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:57:16,906 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:57:16,906 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:57:19,054 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:57:19,055 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:57:19,060 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:57:21,389 | INFO    | src.tiktok_listener | Simulacao rodando (tick 440)
2026-06-14 01:57:24,172 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:57:28,096 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:57:28,096 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:57:33,844 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:57:37,106 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 01:57:37,107 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 01:57:41,080 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@ana.gamer)
2026-06-14 01:57:46,148 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:57:46,148 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:57:47,768 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-14 01:57:56,160 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 01:57:56,160 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:57:58,545 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:57:58,545 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:57:58,549 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:58:01,427 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:58:09,290 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-14 01:58:12,427 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-14 01:58:12,428 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:58:12,428 | INFO    | src.tiktok_listener | Simulacao rodando (tick 460)
2026-06-14 01:58:15,845 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 01:58:15,845 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 01:58:15,850 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 01:58:19,695 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-14 01:58:19,696 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 01:58:23,021 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-14 01:58:23,021 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-14 01:58:23,025 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-14 01:58:27,148 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-14 01:58:27,149 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-14 01:58:30,927 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@lua_fps)
2026-06-14 01:58:48,400 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:58:48,401 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:58:52,236 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:58:54,200 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-14 01:58:58,020 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:58:58,020 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:58:58,026 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:59:10,083 | INFO    | src.tiktok_listener | Simulacao rodando (tick 480)
2026-06-14 01:59:12,388 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:59:12,388 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:59:27,443 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-14 01:59:27,444 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 01:59:30,074 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-14 01:59:30,075 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:59:33,040 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 01:59:34,556 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-14 01:59:34,557 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-14 01:59:34,564 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-14 01:59:48,060 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-14 01:59:48,061 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:59:50,580 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 01:59:55,379 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-14 01:59:55,379 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-14 01:59:55,382 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-14 01:59:57,530 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 01:59:57,531 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 01:59:59,568 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-14 01:59:59,568 | INFO    | src.tiktok_listener | Simulacao rodando (tick 500)
2026-06-14 02:00:10,134 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-14 02:00:10,135 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-14 02:00:13,542 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-14 02:00:16,843 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@lua_fps)
2026-06-14 02:00:21,136 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-14 02:00:21,136 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-14 02:00:21,143 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-14 02:00:22,700 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-14 02:00:22,853 | INFO    | src.command_queue | Executado: !drop por @joao_zoeira
2026-06-14 02:00:25,397 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-14 02:00:25,550 | INFO    | src.command_queue | Executado: !barril por @lua_fps
2026-06-14 02:00:27,194 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-14 02:00:42,458 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-14 02:00:42,459 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-14 02:00:48,125 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@pedrocaos)
2026-06-14 02:00:51,819 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-14 02:00:51,819 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-14 02:00:51,834 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-14 02:00:55,409 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
